ID,region,region_france,region_morocco,region_UK,region_ghana,region_georgia,group,sex,sex_female,CS_1,CS_2,CS_3,CS_4,CS_5,CS_6,CS_7,CS_8,CS_9,CS_10,CS_11,CS_12,CS_13,CS_14,CS_15,CS_16,CS_mean,CN_1,CN_2,CN_3,CN_4,CN_5,CN_6,CN_7,CN_8,CN_9,CN_10,CN_11,CN_12,CN_13,CN_14,CN_15,CN_16,CN_17,CN_18,CN_19,CN_20,CN_21,CN_22,CN_23,CN_24,CN_25,CN_26,CN_27,CN_28,CN_mean,R_1,R_2,R_3,R_4,R_5,R_6,R_7,R_mean,ATNumSNPs,,,,
B192,Georgia,0,0,0,0,1,Bergman,M,0,696.7979,602.2681,603.9938,783.4662,591.9139,581.5597,795.5461,773.112,603.9938,935.3275,NaN,NaN,NaN,NaN,NaN,NaN,696.7979,167.05,170.39,196.58,173.28,164.99,172.34,195.85,162.99,181.85,201.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,178.68,1.252,1.014,1.021,NaN,NaN,NaN,NaN,1.09566666666667,20,,,,
B193,Georgia,0,0,0,0,1,Bergman,M,0,429.35327,483.195,528.0631,421.0699,453.8582,384.8303,379.6532,471.1151,443.504,301.9969,NaN,NaN,NaN,NaN,NaN,NaN,429.663897,212.83,234.00,180.48,203.79,173.39,181.72,198.85,184.29,183.32,171.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,192.37,1.16,1.389,1.301,NaN,NaN,NaN,NaN,1.28333333333333,113,,,,
B194,Georgia,0,0,0,0,1,Bergman,M,0,1232.72253333333,1558.304,980.1956,999.1782,1280.467,1206.262,1237.324,1333.963,1347.769,1151.04,NaN,NaN,NaN,NaN,NaN,NaN,1232.72253333333,113.15,134.54,137.53,125.47,137.18,137.79,159.35,130.93,124.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,133.44,1.327,1.219,1.238,NaN,NaN,NaN,NaN,1.26133333333333,94,,,,
B195,Georgia,0,0,0,0,1,Bergman,M,0,463.69463,521.1603,310.6254,408.9901,467.6637,465.938,391.7331,478.0179,459.0353,714.4383,NaN,NaN,NaN,NaN,NaN,NaN,468.129673,187.31,212.39,206.98,192.14,189.97,185.32,201.58,200.86,230.77,170.60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,197.79,1.742,1.536,1.82,NaN,NaN,NaN,NaN,1.69933333333333,71,,,,
B196,Georgia,0,0,0,0,1,Bergman,M,0,477.250944444444,652.3133,443.504,376.2018,350.3164,469.3894,569.4798,453.8582,484.9207,495.2749,NaN,NaN,NaN,NaN,NaN,NaN,477.250944444444,183.10,173.95,177.71,163.99,167.46,170.22,201.84,187.34,136.25,171.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,173.29,1.095,1.158,1.016,NaN,NaN,NaN,NaN,1.08966666666667,71,,,,
B197,Georgia,0,0,0,0,1,Bergman,M,0,1873.9337,1651.491,2074.287,2205.44,1881.009,1632.509,1960.391,1501.356,1984.551,1965.568,NaN,NaN,NaN,NaN,NaN,NaN,1873.05357,151.41,169.91,148.52,159.62,196.99,185.33,196.95,179.16,157.22,164.90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,171.00,1.261,1.273,1.246,NaN,NaN,NaN,NaN,1.26,153,,,,
B139,France,1,0,0,0,0,Bergman,F,1,667.652822222222,543.5944,550.4972,659.216,586.7368,552.2229,493.5492,748.9523,769.6606,NaN,NaN,NaN,NaN,NaN,NaN,NaN,619.12024691358,162.20,139.28,191.67,168.30,179.12,181.81,174.19,136.98,189.98,159.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,168.32,1.038,1.011,1.029,NaN,NaN,NaN,NaN,1.026,,,,,
B140,France,1,0,0,0,0,Bergman,F,1,909.44206,522.886,638.5077,1213.165,962.9386,702.3585,723.0668,1159.668,1059.578,1040.595,NaN,NaN,NaN,NaN,NaN,NaN,893.220566,155.13,191.20,171.37,189.13,155.46,292.38,177.34,159.60,117.56,140.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,174.99,1.798121,1.657873,1.353145,1.506587,1.3793,1.539005,NaN,1.53900516666667,,,,,
B141,France,1,0,0,0,0,Bergman,F,1,953.79236,1415.071,873.2024,1157.942,897.3621,755.855,783.4662,1113.074,835.2371,767.9349,NaN,NaN,NaN,NaN,NaN,NaN,955.293706,169.09,160.69,211.05,113.91,179.78,155.11,204.73,117.09,161.94,147.70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,162.11,1.632,1.82,1.985,NaN,NaN,NaN,NaN,1.81233333333333,,,,,
B142,France,1,0,0,0,0,Bergman,F,1,964.4918,997.4525,1025.064,692.0043,1216.616,1025.064,704.0841,893.9108,1092.366,942.2303,NaN,NaN,NaN,NaN,NaN,NaN,955.32838,175.29,130.68,152.04,148.81,92.91,152.64,146.65,163.54,167.12,165.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,149.51,1.723,1.78,1.743,NaN,NaN,NaN,NaN,1.74866666666667,,,,,
B143,France,1,0,0,0,0,Bergman,F,1,963.28374,961.2129,1166.571,1220.067,710.9869,807.6259,678.1987,1028.515,949.133,1068.206,NaN,NaN,NaN,NaN,NaN,NaN,955.380014,170.89,141.74,153.26,128.54,161.79,149.17,129.79,164.06,149.04,135.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,148.38,1.651,1.655,1.734,NaN,NaN,NaN,NaN,1.68,,,,,
B144,France,1,0,0,0,0,Bergman,F,1,1143.61907,1302.901,1192.456,1175.199,831.7857,1104.446,1130.331,1002.63,1297.724,1261.484,NaN,NaN,NaN,NaN,NaN,NaN,1144.257577,107.33,188.45,213.63,219.88,218.52,234.15,188.68,219.58,175.61,165.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,193.10,1.102,1.168,1.074,NaN,NaN,NaN,NaN,1.11466666666667,,,,,
B145,France,1,0,0,0,0,Bergman,F,1,800.5506,667.8445,855.9454,990.5498,798.9975,994.0012,736.8724,786.9176,557.4,871.4767,NaN,NaN,NaN,NaN,NaN,NaN,806.0556,166.26,212.12,170.13,187.36,187.69,199.22,155.65,175.97,233.09,141.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,182.87,1.811562,2.050778,1.782644,1.81781,1.908463,1.874251,NaN,1.87425133333333,,,,,
B146,France,1,0,0,0,0,Bergman,F,1,879.41489,1125.154,767.9349,943.956,873.2024,855.9454,809.3516,888.7337,807.6259,807.6259,NaN,NaN,NaN,NaN,NaN,NaN,875.894469,230.09,249.03,344.55,255.57,259.65,231.88,222.25,216.12,253.13,205.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,246.80,1.840382,1.93149,1.800153,1.397352,1.484359,1.390325,1.640677,1.64067685714286,,,,,
B147,France,1,0,0,0,0,Bergman,F,1,1351.9106,1489.276,1113.074,1375.38,1283.918,1306.352,1484.099,1240.776,1254.581,1406.443,NaN,NaN,NaN,NaN,NaN,NaN,1330.58096,191.69,111.55,147.09,156.96,176.00,189.45,169.46,170.94,171.04,162.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,164.63,1.504,1.307,1.573,NaN,NaN,NaN,NaN,1.46133333333333,,,,,
B148,France,1,0,0,0,0,Bergman,F,1,943.95598,911.1677,714.4383,923.2476,897.3621,945.6817,679.9244,1044.046,1052.675,1161.394,NaN,NaN,NaN,NaN,NaN,NaN,927.389278,133.23,126.72,207.49,159.81,130.66,123.09,193.73,177.78,157.27,171.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,158.10,1.454,1.162,1.502,NaN,NaN,NaN,NaN,1.37266666666667,,,,,
B149,France,1,0,0,0,0,Bergman,F,1,1123.9462,1014.71,1390.911,1000.904,1064.755,975.0185,1057.852,878.3795,1190.731,1454.762,NaN,NaN,NaN,NaN,NaN,NaN,1115.19692,145.45,122.73,115.80,145.61,143.29,158.01,135.60,122.02,182.08,175.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,144.61,1.445,1.698,1.59,NaN,NaN,NaN,NaN,1.57766666666667,,,,,
B151,France,1,0,0,0,0,Bergman,F,1,723.92965,433.1498,372.7504,502.1777,288.1913,578.1083,486.6464,650.5876,1337.415,1306.352,NaN,NaN,NaN,NaN,NaN,NaN,667.930815,193.41,191.73,182.31,142.93,236.07,192.74,202.76,179.11,193.30,210.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,192.51,0.94,1.33,1.181,NaN,NaN,NaN,NaN,1.15033333333333,,,,,
B152,France,1,0,0,0,0,Bergman,F,1,819.8784,821.4315,647.1362,719.6154,881.8309,890.4594,892.1851,1035.418,754.1293,645.4105,NaN,NaN,NaN,NaN,NaN,NaN,810.7495,130.75,120.97,120.32,158.80,131.89,125.74,136.29,128.73,115.38,142.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,131.12,1.9392,1.676232,1.694281,1.848896,1.610369,1.536561,1.71759,1.71758985714286,,,,,
B153,France,1,0,0,0,0,Bergman,F,1,440.052585714286,467.6637,250.226,245.0489,471.1151,478.0179,465.938,702.3585,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,440.052585714286,147.80,103.83,74.92,182.27,150.71,191.57,166.50,169.60,169.06,127.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,148.33,1.793,1.453,1.624,NaN,NaN,NaN,NaN,1.62333333333333,,,,,
B154,France,1,0,0,0,0,Bergman,F,1,1031.10357,774.8377,1107.897,928.4247,1135.508,1239.05,1007.807,1118.251,1116.526,850.7683,NaN,NaN,NaN,NaN,NaN,NaN,1031.017327,127.78,146.44,140.21,158.42,165.68,148.00,202.81,155.75,126.27,150.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,152.23,1.634,1.525,1.529,NaN,NaN,NaN,NaN,1.56266666666667,,,,,
B155,France,1,0,0,0,0,Bergman,F,1,1268.73193,1359.849,1523.79,1128.605,1149.314,1335.689,1050.949,1387.46,1294.272,924.9733,NaN,NaN,NaN,NaN,NaN,NaN,1242.363323,122.17,195.87,144.08,139.19,176.01,141.50,127.10,171.08,161.33,201.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,158.00,2.129,2.017,2.148,NaN,NaN,NaN,NaN,2.098,,,,,
B156,France,1,0,0,0,0,Bergman,F,1,1179.16838,942.2303,1499.63,1183.828,1358.123,931.8761,1031.966,930.1504,1423.7,1290.821,NaN,NaN,NaN,NaN,NaN,NaN,1177.149318,166.76,245.97,205.94,237.84,187.63,186.41,207.07,213.56,206.53,178.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,203.64,2.087411,1.841932,1.833018,1.624659,1.83061,1.710502,1.821355,1.82135528571429,,,,,
B157,France,1,0,0,0,0,Bergman,F,1,839.72387,873.2024,1106.171,945.6817,693.73,885.2823,700.6328,778.2891,798.9975,969.8414,NaN,NaN,NaN,NaN,NaN,NaN,859.155207,181.84,196.78,205.40,174.98,282.08,179.55,152.11,185.03,184.32,81.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,182.34,1.78,1.616,1.728,NaN,NaN,NaN,NaN,1.708,,,,,
B158,France,1,0,0,0,0,Bergman,F,1,1194.18192,1230.422,1159.668,918.0705,1297.724,1228.696,999.1782,1447.859,1549.675,1118.251,NaN,NaN,NaN,NaN,NaN,NaN,1214.372562,197.10,238.79,165.30,194.58,173.11,174.19,188.09,155.31,166.72,129.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,178.30,2.244859,2.343066,2.167723,1.805386,1.775859,1.787585,2.020746,2.020746,,,,,
B159,France,1,0,0,0,0,Bergman,F,1,918.41555,717.8897,650.5876,1202.81,866.2996,956.0358,500.452,914.6191,1142.411,968.1157,NaN,NaN,NaN,NaN,NaN,NaN,883.763605,162.60,170.97,148.61,160.95,122.34,154.89,168.63,151.99,162.64,206.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,161.03,1.754,1.836,1.702,NaN,NaN,NaN,NaN,1.764,,,,,
B160,Morocco,0,1,0,0,0,Bergman,F,1,1030.06831,1152.765,1256.307,1133.783,956.0358,1030.241,700.6328,1240.776,843.8656,864.5739,NaN,NaN,NaN,NaN,NaN,NaN,1020.904841,131.39,156.80,220.49,116.55,150.15,134.70,196.55,193.81,138.44,100.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,153.90,1.278,1.171,1.197,NaN,NaN,NaN,NaN,1.21533333333333,,,,,
B161,Morocco,0,1,0,0,0,Bergman,F,1,449.88906,441.7783,408.9901,329.608,379.6532,303.7226,471.1151,358.9449,472.8408,716.164,NaN,NaN,NaN,NaN,NaN,NaN,433.270606,266.56,187.48,191.93,285.47,200.84,241.70,220.78,223.92,288.64,281.60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,238.89,2.026,1.864,2.034,NaN,NaN,NaN,NaN,1.97466666666667,,,,,
B162,UK,0,0,1,0,0,Bergman,F,1,998.48792,905.9906,947.4073,890.4594,997.4525,767.9349,1107.897,1264.935,1075.109,1030.241,NaN,NaN,NaN,NaN,NaN,NaN,998.591462,234.21,165.98,191.99,187.04,174.08,164.84,181.33,167.07,152.55,190.60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,180.97,1.26,1.167,1.202,NaN,NaN,NaN,NaN,1.20966666666667,,,,,
B163,UK,0,0,1,0,0,Bergman,F,1,793.82037,981.9213,861.1225,740.3238,740.3238,693.73,754.1293,786.9176,640.2334,850.7683,NaN,NaN,NaN,NaN,NaN,NaN,784.329037,267.37,202.59,178.77,219.18,178.30,179.13,203.20,188.91,206.77,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,202.69,1.3,1.187,1.245,NaN,NaN,NaN,NaN,1.244,,,,,
B164,Ghana,0,0,0,1,0,Bergman,F,1,701.7113125,648.8619,705.8098,673.0216,717.8897,736.8724,NaN,NaN,726.5182,736.8724,NaN,NaN,NaN,NaN,NaN,NaN,705.9446640625,194.82,164.43,186.47,268.88,213.80,224.35,205.45,160.80,229.37,205.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,205.36,1.243,1.148,1.328,NaN,NaN,NaN,NaN,1.23966666666667,,,,,
B165,Ghana,0,0,0,1,0,Bergman,F,1,542.3864,390.0074,369.299,390.0074,372.7504,424.5213,403.813,798.9975,843.8656,647.1362,NaN,NaN,NaN,NaN,NaN,NaN,518.27842,170.66,175.29,163.43,135.47,182.74,193.74,159.78,163.51,161.82,186.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,169.29,1.177,1.091,1.216,NaN,NaN,NaN,NaN,1.16133333333333,,,,,
B166,Ghana,0,0,0,1,0,Bergman,F,1,625.21982,607.4451,771.3863,583.2854,654.039,755.855,427.9727,517.7089,781.7405,498.7263,NaN,NaN,NaN,NaN,NaN,NaN,622.337902,171.08,191.89,168.16,180.55,176.17,122.90,123.15,230.74,151.03,146.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,166.26,0.898654,0.840402,0.818383,0.820808,0.815803,0.779683,0.828955,0.828955,,,,,
B167,Ghana,0,0,0,1,0,Bergman,F,1,787.60789,764.4835,521.1603,678.1987,714.4383,840.4142,842.1399,1076.835,878.3795,759.3064,NaN,NaN,NaN,NaN,NaN,NaN,786.296369,154.72,122.53,115.84,118.17,139.54,115.43,120.01,126.30,140.76,118.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.13,1.378,1.32,1.326,NaN,NaN,NaN,NaN,1.34133333333333,,,,,
B168,Ghana,0,0,0,1,0,Bergman,F,1,940.67717,1109.623,1061.303,793.8204,1019.887,1018.161,800.7231,785.1919,1045.772,843.8656,NaN,NaN,NaN,NaN,NaN,NaN,941.902417,183.34,181.60,265.56,159.08,211.91,185.94,155.24,153.00,313.31,178.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,198.70,1.510355,1.462988,1.275959,1.41921,1.235315,1.230745,1.355762,1.355762,,,,,
B169,Ghana,0,0,0,1,0,Bergman,F,1,1657.704,1477.196,1589.366,1468.568,1327.061,1299.449,1829.238,1478.922,1894.815,2327.964,NaN,NaN,NaN,NaN,NaN,NaN,1635.028,125.67,98.84,111.42,131.94,121.14,100.71,126.97,104.77,115.96,112.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,115.01,1.233,1.164,1.533,NaN,NaN,NaN,NaN,1.31,,,,,
B170,Ghana,0,0,0,1,0,Bergman,F,1,883.38396,950.8587,862.8482,755.855,855.9454,980.1956,740.3238,819.7058,890.4594,1026.789,NaN,NaN,NaN,NaN,NaN,NaN,876.636486,301.20,NaN,175.68,177.23,154.90,183.97,149.73,147.34,202.46,185.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,186.451111111111,1.747374,1.847649,1.519229,1.424459,1.262601,1.370431,1.528624,1.528624,,,,,
B171,Ghana,0,0,0,1,0,Bergman,F,1,744.6,619.5,757.6,593.6,595.4,850.8,617.8,861.1,752.4,743.8,NaN,NaN,NaN,NaN,NaN,NaN,713.7,160.02,138.48,141.88,126.62,149.49,134.96,129.56,135.95,125.19,164.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,140.64,1.383255,1.359959,1.420179,1.218513,1.313716,1.339124,NaN,1.339124,,,,,
B172,Ghana,0,0,0,1,0,Bergman,F,1,722.54909,754.1293,667.8445,759.3064,893.9108,614.3479,660.9417,771.3863,797.2718,723.0668,NaN,NaN,NaN,NaN,NaN,NaN,736.475459,150.90,137.38,141.68,147.32,118.92,156.33,137.31,122.22,127.30,132.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,137.14,1.227,1.023,1.249,NaN,NaN,NaN,NaN,1.16633333333333,,,,,
B174,Ghana,0,0,0,1,0,Bergman,F,1,978.81509,1187.279,1076.835,907.7163,1137.234,1213.165,900.8135,721.3411,821.4315,975.0185,NaN,NaN,NaN,NaN,NaN,NaN,991.964899,92.06,118.16,97.92,64.93,94.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,93.59,1.163,1.287,1.249,NaN,NaN,NaN,NaN,1.233,,,,,
B176,Ghana,0,0,0,1,0,Bergman,F,1,827.12633,645.4105,697.1814,971.5671,873.2024,716.164,503.9034,968.1157,1025.064,1147.588,NaN,NaN,NaN,NaN,NaN,NaN,837.532283,153.68,153.39,154.68,107.13,149.10,147.07,211.28,207.37,165.15,137.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,158.67,1.226,1.375,1.353,NaN,NaN,NaN,NaN,1.318,,,,,
B177,Ghana,0,0,0,1,0,Bergman,F,1,771.04117,845.5913,866.2996,643.6848,876.6538,704.0841,667.8445,862.8482,690.2786,862.8482,NaN,NaN,NaN,NaN,NaN,NaN,779.117427,214.53,249.29,236.98,199.36,168.16,223.28,158.42,274.26,210.34,166.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,210.07,0.93,0.919,NaN,NaN,NaN,NaN,NaN,0.9245,,,,,
B178,Ghana,0,0,0,1,0,Bergman,F,1,698.90704,364.1219,431.4241,564.3027,441.7783,490.0978,548.7715,1099.269,1168.296,885.2823,NaN,NaN,NaN,NaN,NaN,NaN,669.225064,154.21,160.34,144.02,131.88,156.53,157.73,NaN,168.27,NaN,157.20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,153.77,0.843,0.996,0.993,NaN,NaN,NaN,NaN,0.944,,,,,
B180,Ghana,0,0,0,1,0,Bergman,F,1,929.80527,1156.217,1035.418,926.699,828.3343,987.0984,852.494,912.8934,750.678,1135.508,NaN,NaN,NaN,NaN,NaN,NaN,951.514537,238.64,172.07,216.51,156.40,241.58,184.78,167.25,172.27,213.17,163.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,192.59,1.445,1.319,1.617,NaN,NaN,NaN,NaN,1.46033333333333,,,,,
B181,Ghana,0,0,0,1,0,Bergman,F,1,1122.22034,664.3931,893.9108,1427.151,957.7615,1173.474,1197.633,1130.331,1028.515,1090.64,NaN,NaN,NaN,NaN,NaN,NaN,1068.602974,156.72,152.27,176.85,173.05,146.49,152.95,130.56,145.08,169.67,191.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,159.48,1.42925,1.463661,1.370606,1.405142,1.404141,1.41456,NaN,1.41456,,,,,
B182,Ghana,0,0,0,1,0,Bergman,F,1,929.63269,987.0984,880.1052,966.39,541.8687,887.008,852.494,980.1956,1044.046,1099.269,NaN,NaN,NaN,NaN,NaN,NaN,916.810759,209.59,250.45,117.14,213.61,237.17,243.81,258.26,202.96,227.47,257.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,221.84,1.305,1.536,1.37,NaN,NaN,NaN,NaN,1.40366666666667,,,,,
B183,Ghana,0,0,0,1,0,Bergman,F,1,1121.52999,1283.918,1009.532,1130.331,1313.255,1225.244,1182.102,1226.97,1035.418,876.6538,NaN,NaN,NaN,NaN,NaN,NaN,1140.495379,250.97,237.79,255.77,237.79,180.39,170.02,191.42,223.93,166.91,211.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,212.65,1.943,1.802,1.84,NaN,NaN,NaN,NaN,1.86166666666667,,,,,
B184,Georgia,0,0,0,0,1,Bergman,F,1,489.7143,371.0247,400.3616,426.247,431.4241,483.195,476.2922,550.4972,522.886,745.5009,NaN,NaN,NaN,NaN,NaN,NaN,489.7143,170.90,184.03,164.69,153.04,170.77,159.87,153.18,153.17,160.33,156.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,162.66,1.445255,1.414618,1.494754,1.285327,1.191936,1.227186,1.343179,1.343179,,,,,
B185,Georgia,0,0,0,0,1,Bergman,F,1,825.40064,1218.342,871.4767,719.6154,1040.595,657.4903,786.9176,545.3201,868.0253,740.3238,NaN,NaN,NaN,NaN,NaN,NaN,827.350684,208.33,198.27,172.17,218.20,158.23,261.34,139.17,162.97,196.32,157.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,187.25,1.747374,1.847649,1.519229,1.466179,1.675368,1.609032,1.644139,1.644139,,,,,
B186,Georgia,0,0,0,0,1,Bergman,F,1,1145.17215,1132.057,1316.706,1189.005,1151.04,1361.574,1133.783,1358.123,643.6848,928.4247,NaN,NaN,NaN,NaN,NaN,NaN,1135.956965,232.67,258.86,254.41,NaN,238.00,268.72,236.18,226.45,NaN,232.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,243.44125,1.744233,1.502225,1.206473,1.303048,1.24248,1.399691,NaN,1.39969166666667,,,,,
B187,Georgia,0,0,0,0,1,Bergman,F,1,1340.8662,1014.71,1440.957,1434.054,1339.14,1465.116,1340.866,1028.515,1325.335,1570.384,NaN,NaN,NaN,NaN,NaN,NaN,1329.99432,158.58,157.62,236.28,177.17,163.72,179.30,143.23,163.12,161.54,179.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,171.96,1.451,1.085,1.2,NaN,NaN,NaN,NaN,1.24533333333333,,,,,
B188,Georgia,0,0,0,0,1,Bergman,F,1,803.65684,842.1399,852.494,892.1851,598.8167,824.8829,819.7058,812.803,621.2507,926.699,NaN,NaN,NaN,NaN,NaN,NaN,799.463394,224.37,158.99,364.61,140.50,201.06,286.08,153.96,162.80,345.69,238.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,227.67,1.139,1.112,NaN,NaN,NaN,NaN,NaN,1.1255,,,,,
